,Dishes,sum_Energy,sum_Protein,sum_TotalFat,sum_SaturatedFat,sum_TransFat,sum_Carbohydrate,sum_Sugars,sum_Sodium,Types
1983,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1079,72.2,43.0,10.100000000000001,0,100.9,12.399999999999999,2667,"Meat,Sandwich,Wrap"
1984,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1047,71.10000000000001,41.4,9.3,0,97.7,11.099999999999998,2514,"Meat,Sandwich,Wrap"
1985,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1105,73.4,45.1,9.3,0,101.4,9.999999999999998,2588,"Meat,Sandwich,Wrap"
1986,"Caesar_Chicken_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1019,70.5,43.3,8.5,0,86.7,9.999999999999998,2460,"Meat,Salad,Wrap"
1987,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1008,72.9,42.5,8.5,0,83.60000000000001,10.599999999999998,2447,"Meat,Salad,Wrap"
1988,"Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1015,60.7,46.2,11.399999999999999,0,89.2,13.1,2655,"Meat,Sandwich,Wrap"
1989,"Super_Club_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",983,59.60000000000001,44.6,10.6,0,86.0,11.8,2502,"Meat,Sandwich,Wrap"
1990,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1041,61.900000000000006,48.300000000000004,10.6,0,89.7,10.7,2576,"Meat,Sandwich,Wrap"
1991,"Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",955,59.00000000000001,46.5,9.799999999999999,0,75.0,10.7,2448,"Meat,Salad,Sandwich,Wrap"
1992,"Chicken_Caesar_Salad,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",944,61.400000000000006,45.7,9.799999999999999,0,71.9,11.299999999999999,2435,"Meat,Salad,Sandwich,Wrap"
1993,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",927,58.900000000000006,37.0,9.0,0,89.8,12.599999999999998,2561,"Meat,Sandwich,Wrap"
1994,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",985,61.2,40.7,9.0,0,93.5,11.499999999999998,2635,"Meat,Sandwich,Wrap"
1995,"Ham_Cheese_&_Pickle_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",899,58.300000000000004,38.900000000000006,8.200000000000001,0,78.8,11.499999999999998,2507,"Meat,Salad,Sandwich,Wrap"
1996,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",888,60.7,38.1,8.200000000000001,0,75.7,12.099999999999998,2494,"Meat,Salad,Sandwich,Wrap"
1997,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",953,60.10000000000001,39.1,8.200000000000001,0,90.3,10.2,2482,"Meat,Sandwich,Wrap"
1998,"Super_Club_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",867,57.20000000000001,37.3,7.4,0,75.6,10.2,2354,"Meat,Salad,Sandwich,Wrap"
1999,"Chicken_Caesar_Salad,Super_Club_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",856,59.60000000000001,36.5,7.4,0,72.5,10.799999999999999,2341,"Meat,Salad,Sandwich,Wrap"
2000,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",925,59.50000000000001,41.0,7.4,0,79.3,9.1,2428,"Meat,Salad,Sandwich,Wrap"
2001,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",914,61.900000000000006,40.2,7.4,0,76.2,9.7,2415,"Meat,Salad,Sandwich,Wrap"
2002,"Chicken_Caesar_Salad,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",828,59.00000000000001,38.400000000000006,6.6,0,61.5,9.7,2287,"Meat,Salad,Wrap"
2003,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1342,81.7,62.3,11.7,0,113.8,13.8,2689,"Meat,Sandwich,Wrap"
2004,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1286,81.0,54.699999999999996,10.100000000000001,0,117.6,14.6,2748,"Meat,Sandwich,Wrap"
2005,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1254,79.9,53.099999999999994,9.3,0,114.39999999999999,13.3,2595,"Meat,Sandwich,Wrap"
2006,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1312,82.2,56.8,9.3,0,118.1,12.2,2669,"Meat,Sandwich,Wrap"
2007,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1226,79.3,55.0,8.5,0,103.39999999999999,12.2,2541,"Meat,Salad,Wrap"
2008,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1215,81.7,54.199999999999996,8.5,0,100.3,12.799999999999999,2528,"Meat,Salad,Wrap"
2009,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1222,69.5,57.9,11.399999999999999,0,105.9,15.3,2736,"Meat,Sandwich,Wrap"
2010,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1190,68.4,56.3,10.6,0,102.7,14.0,2583,"Meat,Sandwich,Wrap"
2011,"Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1248,70.7,60.0,10.6,0,106.4,12.9,2657,"Meat,Sandwich,Wrap"
2012,"Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1162,67.8,58.2,9.799999999999999,0,91.7,12.9,2529,"Meat,Salad,Sandwich,Wrap"
2013,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1151,70.2,57.4,9.799999999999999,0,88.60000000000001,13.5,2516,"Meat,Salad,Sandwich,Wrap"
2014,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1134,67.7,48.699999999999996,9.0,0,106.5,14.8,2642,"Meat,Sandwich,Wrap"
2015,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1192,70.0,52.4,9.0,0,110.2,13.7,2716,"Meat,Sandwich,Wrap"
2016,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1106,67.1,50.599999999999994,8.200000000000001,0,95.5,13.7,2588,"Meat,Salad,Sandwich,Wrap"
2017,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1095,69.5,49.8,8.200000000000001,0,92.4,14.299999999999999,2575,"Meat,Salad,Sandwich,Wrap"
2018,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1160,68.9,50.8,8.200000000000001,0,107.0,12.4,2563,"Meat,Sandwich,Wrap"
2019,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1074,66.0,49.0,7.4,0,92.3,12.4,2435,"Meat,Salad,Sandwich,Wrap"
2020,"Chicken_Caesar_Salad,Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1063,68.4,48.199999999999996,7.4,0,89.2,13.0,2422,"Meat,Salad,Sandwich,Wrap"
2021,"Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1132,68.3,52.7,7.4,0,96.0,11.299999999999999,2509,"Meat,Salad,Sandwich,Wrap"
2022,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1121,70.7,51.9,7.4,0,92.9,11.899999999999999,2496,"Meat,Salad,Sandwich,Wrap"
2023,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1035,67.80000000000001,50.099999999999994,6.6,0,78.2,11.899999999999999,2368,"Meat,Salad,Wrap"
2024,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1092,69.2,49.6,12.399999999999999,0,92.3,13.3,2536,"Meat,Sandwich,Wrap"
2025,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1060,68.10000000000001,48.0,11.6,0,89.1,12.0,2383,"Meat,Sandwich,Wrap"
2026,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1118,70.4,51.7,11.6,0,92.8,10.9,2457,"Meat,Sandwich,Wrap"
2027,"Caesar_Chicken_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1032,67.5,49.900000000000006,10.799999999999999,0,78.1,10.9,2329,"Meat,Salad,Sandwich,Wrap"
2028,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1021,69.9,49.1,10.799999999999999,0,75.0,11.5,2316,"Meat,Salad,Sandwich,Wrap"
2029,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1004,67.4,40.4,10.000000000000002,0,92.89999999999999,12.8,2442,"Meat,Sandwich,Wrap"
2030,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1062,69.7,44.1,10.000000000000002,0,96.6,11.7,2516,"Meat,Sandwich,Wrap"
2031,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",976,66.8,42.3,9.200000000000001,0,81.89999999999999,11.7,2388,"Meat,Salad,Sandwich,Wrap"
2032,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",965,69.2,41.5,9.200000000000001,0,78.8,12.299999999999999,2375,"Meat,Salad,Sandwich,Wrap"
2033,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",1030,68.60000000000001,42.5,9.200000000000001,0,93.4,10.4,2363,"Meat,Sandwich,Wrap"
2034,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",944,65.7,40.7,8.4,0,78.7,10.4,2235,"Meat,Salad,Sandwich,Wrap"
2035,"Chicken_Caesar_Salad,Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",933,68.10000000000001,39.9,8.4,0,75.60000000000001,11.0,2222,"Meat,Salad,Sandwich,Wrap"
2036,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1002,68.0,44.400000000000006,8.4,0,82.39999999999999,9.299999999999999,2309,"Meat,Salad,Sandwich,Wrap"
2037,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",991,70.4,43.6,8.4,0,79.3,9.899999999999999,2296,"Meat,Salad,Sandwich,Wrap"
2038,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",905,67.5,41.8,7.6,0,64.6,9.899999999999999,2168,"Meat,Salad,Wrap"
2039,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",940,55.900000000000006,43.6,11.299999999999999,0,81.2,13.5,2430,"Meat,Sandwich,Wrap"
2040,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",998,58.2,47.300000000000004,11.299999999999999,0,84.9,12.4,2504,"Meat,Sandwich,Wrap"
2041,"Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",912,55.300000000000004,45.5,10.499999999999998,0,70.2,12.4,2376,"Meat,Salad,Sandwich,Wrap"
2042,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",901,57.7,44.7,10.499999999999998,0,67.10000000000001,13.0,2363,"Meat,Salad,Sandwich,Wrap"
2043,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",966,57.10000000000001,45.7,10.5,0,81.7,11.1,2351,"Meat,Sandwich,Wrap"
2044,"Super_Club_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",880,54.20000000000001,43.900000000000006,9.7,0,67.0,11.1,2223,"Meat,Salad,Sandwich,Wrap"
2045,"Chicken_Caesar_Salad,Super_Club_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",869,56.60000000000001,43.1,9.7,0,63.900000000000006,11.7,2210,"Meat,Salad,Sandwich,Wrap"
2046,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",938,56.50000000000001,47.60000000000001,9.7,0,70.7,10.0,2297,"Meat,Salad,Sandwich,Wrap"
2047,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",927,58.900000000000006,46.800000000000004,9.7,0,67.60000000000001,10.6,2284,"Meat,Salad,Sandwich,Wrap"
2048,"Chicken_Caesar_Salad,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",841,56.00000000000001,45.0,8.899999999999999,0,52.900000000000006,10.6,2156,"Meat,Salad,Sandwich,Wrap"
2049,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",910,56.400000000000006,38.1,8.9,0,85.5,11.9,2410,"Meat,Sandwich,Wrap"
2050,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",824,53.50000000000001,36.3,8.1,0,70.8,11.9,2282,"Meat,Salad,Sandwich,Wrap"
2051,"Chicken_Caesar_Salad,Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",813,55.900000000000006,35.5,8.1,0,67.7,12.5,2269,"Meat,Salad,Sandwich,Wrap"
2052,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",882,55.800000000000004,40.0,8.1,0,74.5,10.799999999999999,2356,"Meat,Salad,Sandwich,Wrap"
2053,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",871,58.2,39.2,8.1,0,71.4,11.399999999999999,2343,"Meat,Salad,Sandwich,Wrap"
2054,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",785,55.300000000000004,37.400000000000006,7.299999999999999,0,56.7,11.399999999999999,2215,"Meat,Salad,Sandwich,Wrap"
2055,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",850,54.7,38.400000000000006,7.299999999999999,0,71.3,9.5,2203,"Meat,Salad,Sandwich,Wrap"
2056,"Chicken_Caesar_Salad,Super_Club_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",839,57.1,37.6,7.299999999999999,0,68.2,10.1,2190,"Meat,Salad,Sandwich,Wrap"
2057,"Chicken_Caesar_Salad,Super_Club_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",753,54.2,35.8,6.5,0,53.5,10.1,2062,"Meat,Salad,Sandwich,Wrap"
2058,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",811,56.50000000000001,39.5,6.5,0,57.2,8.999999999999998,2136,"Meat,Salad,Sandwich,Wrap"
2059,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1385,85.4,67.1,11.3,0,110.00000000000001,10.5,2457,"Meat,Sandwich,Wrap"
2060,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1329,84.7,59.5,9.7,0,113.80000000000001,11.3,2516,"Meat,Sandwich,Wrap"
2061,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1297,83.60000000000001,57.9,8.9,0,110.60000000000001,10.0,2363,"Meat,Sandwich,Wrap"
2062,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1355,85.9,61.6,8.9,0,114.30000000000001,8.9,2437,"Meat,Sandwich,Wrap"
2063,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1269,83.0,59.8,8.1,0,99.60000000000001,8.9,2309,"Meat,Salad,Wrap"
2064,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1258,85.4,59.0,8.1,0,96.50000000000001,9.5,2296,"Meat,Salad,Wrap"
2065,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1265,73.2,62.7,11.0,0,102.10000000000001,12.0,2504,"Meat,Sandwich,Wrap"
2066,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1233,72.10000000000001,61.1,10.200000000000001,0,98.9,10.7,2351,"Meat,Sandwich,Wrap"
2067,"Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1291,74.4,64.8,10.200000000000001,0,102.60000000000001,9.6,2425,"Meat,Sandwich,Wrap"
2068,"Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1205,71.5,63.0,9.4,0,87.9,9.6,2297,"Meat,Salad,Sandwich,Wrap"
2069,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1194,73.9,62.2,9.4,0,84.80000000000001,10.2,2284,"Meat,Salad,Sandwich,Wrap"
2070,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1177,71.4,53.5,8.6,0,102.7,11.5,2410,"Meat,Sandwich,Wrap"
2071,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1235,73.7,57.2,8.6,0,106.4,10.4,2484,"Meat,Sandwich,Wrap"
2072,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1149,70.8,55.400000000000006,7.800000000000001,0,91.7,10.4,2356,"Meat,Salad,Sandwich,Wrap"
2073,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1138,73.2,54.6,7.800000000000001,0,88.60000000000001,11.0,2343,"Meat,Salad,Sandwich,Wrap"
2074,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1203,72.60000000000001,55.6,7.800000000000001,0,103.2,9.1,2331,"Meat,Sandwich,Wrap"
