,Dishes,sum_Energy,sum_Protein,sum_TotalFat,sum_SaturatedFat,sum_TransFat,sum_Carbohydrate,sum_Sugars,sum_Sodium,Types
2075,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1117,69.7,53.8,7.0,0,88.5,9.1,2203,"Meat,Salad,Sandwich,Wrap"
2076,"Chicken_Caesar_Salad,Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1106,72.10000000000001,53.0,7.0,0,85.4,9.7,2190,"Meat,Salad,Sandwich,Wrap"
2077,"Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1175,72.0,57.5,7.0,0,92.2,8.0,2277,"Meat,Salad,Sandwich,Wrap"
2078,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1164,74.4,56.7,7.0,0,89.10000000000001,8.6,2264,"Meat,Salad,Sandwich,Wrap"
2079,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1078,71.5,54.900000000000006,6.199999999999999,0,74.4,8.6,2136,"Meat,Salad,Wrap"
2080,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1135,72.89999999999999,54.400000000000006,12.0,0,88.5,10.0,2304,"Meat,Sandwich,Wrap"
2081,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1103,71.8,52.800000000000004,11.200000000000001,0,85.3,8.7,2151,"Meat,Sandwich,Wrap"
2082,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1161,74.1,56.50000000000001,11.200000000000001,0,89.0,7.6,2225,"Meat,Sandwich,Wrap"
2083,"Caesar_Chicken_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1075,71.19999999999999,54.7,10.4,0,74.3,7.6,2097,"Meat,Salad,Sandwich,Wrap"
2084,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1064,73.6,53.900000000000006,10.4,0,71.2,8.2,2084,"Meat,Salad,Sandwich,Wrap"
2085,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1047,71.10000000000001,45.199999999999996,9.6,0,89.1,9.5,2210,"Meat,Sandwich,Wrap"
2086,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1105,73.4,48.9,9.6,0,92.8,8.4,2284,"Meat,Sandwich,Wrap"
2087,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1019,70.5,47.099999999999994,8.8,0,78.1,8.4,2156,"Meat,Salad,Sandwich,Wrap"
2088,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1008,72.9,46.3,8.8,0,75.0,9.0,2143,"Meat,Salad,Sandwich,Wrap"
2089,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1073,72.30000000000001,47.300000000000004,8.8,0,89.6,7.1,2131,"Meat,Sandwich,Wrap"
2090,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",987,69.4,45.5,8.0,0,74.89999999999999,7.1,2003,"Meat,Salad,Sandwich,Wrap"
2091,"Chicken_Caesar_Salad,Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",976,71.80000000000001,44.7,8.0,0,71.8,7.7,1990,"Meat,Salad,Sandwich,Wrap"
2092,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1045,71.69999999999999,49.2,8.0,0,78.6,6.0,2077,"Meat,Salad,Sandwich,Wrap"
2093,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1034,74.1,48.4,8.0,0,75.5,6.6000000000000005,2064,"Meat,Salad,Sandwich,Wrap"
2094,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",948,71.2,46.6,7.199999999999999,0,60.8,6.6000000000000005,1936,"Meat,Salad,Wrap"
2095,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",983,59.60000000000001,48.4,10.9,0,77.4,10.2,2198,"Meat,Sandwich,Wrap"
2096,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1041,61.900000000000006,52.1,10.9,0,81.1,9.1,2272,"Meat,Sandwich,Wrap"
2097,"Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",955,59.00000000000001,50.3,10.1,0,66.4,9.1,2144,"Meat,Salad,Sandwich,Wrap"
2098,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",944,61.400000000000006,49.5,10.1,0,63.300000000000004,9.7,2131,"Meat,Salad,Sandwich,Wrap"
2099,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1009,60.800000000000004,50.5,10.1,0,77.9,7.800000000000001,2119,"Meat,Sandwich,Wrap"
2100,"Super_Club_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",923,57.900000000000006,48.7,9.299999999999999,0,63.2,7.800000000000001,1991,"Meat,Salad,Sandwich,Wrap"
2101,"Chicken_Caesar_Salad,Super_Club_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",912,60.300000000000004,47.9,9.299999999999999,0,60.10000000000001,8.4,1978,"Meat,Salad,Sandwich,Wrap"
2102,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",981,60.2,52.400000000000006,9.299999999999999,0,66.9,6.699999999999999,2065,"Meat,Salad,Sandwich,Wrap"
2103,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",970,62.6,51.6,9.299999999999999,0,63.800000000000004,7.3,2052,"Meat,Salad,Sandwich,Wrap"
2104,"Chicken_Caesar_Salad,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",884,59.7,49.8,8.5,0,49.1,7.3,1924,"Meat,Salad,Sandwich,Wrap"
2105,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",953,60.10000000000001,42.9,8.5,0,81.7,8.6,2178,"Meat,Sandwich,Wrap"
2106,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",867,57.20000000000001,41.099999999999994,7.699999999999999,0,67.0,8.6,2050,"Meat,Salad,Sandwich,Wrap"
2107,"Chicken_Caesar_Salad,Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",856,59.60000000000001,40.3,7.699999999999999,0,63.900000000000006,9.2,2037,"Meat,Salad,Sandwich,Wrap"
2108,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",925,59.50000000000001,44.8,7.699999999999999,0,70.7,7.5,2124,"Meat,Salad,Sandwich,Wrap"
2109,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",914,61.900000000000006,44.0,7.699999999999999,0,67.60000000000001,8.1,2111,"Meat,Salad,Sandwich,Wrap"
2110,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",828,59.00000000000001,42.2,6.9,0,52.900000000000006,8.1,1983,"Meat,Salad,Sandwich,Wrap"
2111,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",893,58.400000000000006,43.2,6.9,0,67.5,6.199999999999999,1971,"Meat,Salad,Sandwich,Wrap"
2112,"Chicken_Caesar_Salad,Super_Club_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",882,60.800000000000004,42.4,6.9,0,64.4,6.8,1958,"Meat,Salad,Sandwich,Wrap"
2113,"Chicken_Caesar_Salad,Super_Club_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",796,57.900000000000006,40.6,6.1,0,49.7,6.8,1830,"Meat,Salad,Sandwich,Wrap"
2114,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",854,60.2,44.3,6.1,0,53.400000000000006,5.7,1904,"Meat,Salad,Sandwich,Wrap"
2115,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1342,81.7,66.1,12.0,0,105.2,12.2,2385,"Meat,Sandwich,Wrap"
2116,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1310,80.60000000000001,64.5,11.200000000000001,0,102.0,10.899999999999999,2232,"Meat,Sandwich,Wrap"
2117,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1368,82.9,68.2,11.200000000000001,0,105.7,9.799999999999999,2306,"Meat,Sandwich,Wrap"
2118,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1282,80.0,66.4,10.4,0,91.0,9.799999999999999,2178,"Meat,Salad,Sandwich,Wrap"
2119,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1271,82.4,65.6,10.4,0,87.9,10.399999999999999,2165,"Meat,Salad,Sandwich,Wrap"
2120,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast",1254,79.9,56.9,9.6,0,105.8,11.7,2291,"Meat,Sandwich,Wrap"
2121,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1312,82.2,60.6,9.6,0,109.5,10.6,2365,"Meat,Sandwich,Wrap"
2122,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1226,79.3,58.8,8.8,0,94.8,10.6,2237,"Meat,Salad,Sandwich,Wrap"
2123,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast",1215,81.7,58.0,8.8,0,91.7,11.2,2224,"Meat,Salad,Sandwich,Wrap"
2124,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1280,81.10000000000001,59.0,8.8,0,106.3,9.299999999999999,2212,"Meat,Sandwich,Wrap"
2125,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1194,78.2,57.2,8.0,0,91.6,9.299999999999999,2084,"Meat,Salad,Sandwich,Wrap"
2126,"Chicken_Caesar_Salad,Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast",1183,80.60000000000001,56.4,8.0,0,88.5,9.899999999999999,2071,"Meat,Salad,Sandwich,Wrap"
2127,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1252,80.5,60.900000000000006,8.0,0,95.3,8.2,2158,"Meat,Salad,Sandwich,Wrap"
2128,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1241,82.9,60.1,8.0,0,92.2,8.799999999999999,2145,"Meat,Salad,Sandwich,Wrap"
2129,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1155,80.0,58.3,7.199999999999999,0,77.5,8.799999999999999,2017,"Meat,Salad,Wrap"
2130,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1190,68.4,60.1,10.9,0,94.1,12.399999999999999,2279,"Meat,Sandwich,Wrap"
2131,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1248,70.7,63.800000000000004,10.9,0,97.8,11.299999999999999,2353,"Meat,Sandwich,Wrap"
2132,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1162,67.8,62.0,10.1,0,83.1,11.299999999999999,2225,"Meat,Salad,Sandwich,Wrap"
2133,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1151,70.2,61.2,10.1,0,80.0,11.899999999999999,2212,"Meat,Salad,Sandwich,Wrap"
2134,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1216,69.60000000000001,62.2,10.1,0,94.6,10.0,2200,"Meat,Sandwich,Wrap"
2135,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1130,66.7,60.400000000000006,9.299999999999999,0,79.89999999999999,10.0,2072,"Meat,Salad,Sandwich,Wrap"
2136,"Chicken_Caesar_Salad,Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1119,69.10000000000001,59.6,9.299999999999999,0,76.8,10.6,2059,"Meat,Salad,Sandwich,Wrap"
2137,"Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1188,69.0,64.10000000000001,9.299999999999999,0,83.6,8.9,2146,"Meat,Salad,Sandwich,Wrap"
2138,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1177,71.4,63.300000000000004,9.299999999999999,0,80.5,9.5,2133,"Meat,Salad,Sandwich,Wrap"
2139,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1091,68.5,61.5,8.5,0,65.8,9.5,2005,"Meat,Salad,Sandwich,Wrap"
2140,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1160,68.9,54.599999999999994,8.5,0,98.4,10.799999999999999,2259,"Meat,Sandwich,Wrap"
2141,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1074,66.0,52.8,7.699999999999999,0,83.7,10.799999999999999,2131,"Meat,Salad,Sandwich,Wrap"
2142,"Chicken_Caesar_Salad,Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast",1063,68.4,51.99999999999999,7.699999999999999,0,80.60000000000001,11.399999999999999,2118,"Meat,Salad,Sandwich,Wrap"
2143,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1132,68.3,56.5,7.699999999999999,0,87.39999999999999,9.7,2205,"Meat,Salad,Sandwich,Wrap"
2144,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1121,70.7,55.699999999999996,7.699999999999999,0,84.3,10.299999999999999,2192,"Meat,Salad,Sandwich,Wrap"
2145,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1035,67.80000000000001,53.89999999999999,6.9,0,69.60000000000001,10.299999999999999,2064,"Meat,Salad,Sandwich,Wrap"
2146,"Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1100,67.2,54.900000000000006,6.9,0,84.2,8.4,2052,"Meat,Salad,Sandwich,Wrap"
2147,"Chicken_Caesar_Salad,Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1089,69.60000000000001,54.1,6.9,0,81.10000000000001,9.0,2039,"Meat,Salad,Sandwich,Wrap"
2148,"Chicken_Caesar_Salad,Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",1003,66.70000000000002,52.3,6.1,0,66.4,9.0,1911,"Meat,Salad,Sandwich,Wrap"
2149,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1061,69.0,56.0,6.1,0,70.10000000000001,7.8999999999999995,1985,"Meat,Salad,Sandwich,Wrap"
2150,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1060,68.10000000000001,51.800000000000004,11.9,0,80.5,10.399999999999999,2079,"Meat,Sandwich,Wrap"
2151,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1118,70.4,55.50000000000001,11.9,0,84.2,9.299999999999999,2153,"Meat,Sandwich,Wrap"
2152,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1032,67.5,53.7,11.1,0,69.5,9.299999999999999,2025,"Meat,Salad,Sandwich,Wrap"
2153,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1021,69.9,52.900000000000006,11.1,0,66.4,9.899999999999999,2012,"Meat,Salad,Sandwich,Wrap"
2154,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1086,69.30000000000001,53.900000000000006,11.1,0,81.0,8.0,2000,"Meat,Sandwich,Wrap"
2155,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1000,66.4,52.10000000000001,10.299999999999999,0,66.3,8.0,1872,"Meat,Salad,Sandwich,Wrap"
2156,"Chicken_Caesar_Salad,Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",989,68.80000000000001,51.300000000000004,10.299999999999999,0,63.2,8.6,1859,"Meat,Salad,Sandwich,Wrap"
2157,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1058,68.7,55.80000000000001,10.299999999999999,0,70.0,6.9,1946,"Meat,Salad,Sandwich,Wrap"
2158,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1047,71.1,55.00000000000001,10.299999999999999,0,66.9,7.500000000000001,1933,"Meat,Salad,Sandwich,Wrap"
2159,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",961,68.2,53.2,9.5,0,52.2,7.500000000000001,1805,"Meat,Salad,Sandwich,Wrap"
2160,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",1030,68.60000000000001,46.300000000000004,9.5,0,84.8,8.8,2059,"Meat,Sandwich,Wrap"
2161,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast,Chef_Salad",944,65.7,44.5,8.7,0,70.1,8.8,1931,"Meat,Salad,Sandwich,Wrap"
2162,"Chicken_Caesar_Salad,Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast",933,68.10000000000001,43.7,8.7,0,67.0,9.4,1918,"Meat,Salad,Sandwich,Wrap"
2163,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chef_Salad",1002,68.0,48.2,8.7,0,73.8,7.699999999999999,2005,"Meat,Salad,Sandwich,Wrap"
2164,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",991,70.4,47.4,8.7,0,70.7,8.299999999999999,1992,"Meat,Salad,Sandwich,Wrap"
2165,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast,Chef_Salad",905,67.5,45.6,7.9,0,56.0,8.299999999999999,1864,"Meat,Salad,Sandwich,Wrap"
